,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
2233,1,2.0,0,2,1,0,1,3,0,0,0,265.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2234,1,2.0,0,0,0,0,0,2,0,0,1,290.0,4.0,0,10,0,0,0,0,1,0,0,0,0,0,0,0
2235,0,1.0,0,1,1,0,1,2,0,0,0,11.0,1.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2236,2,2.0,0,0,1,1,1,3,0,0,0,118.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2238,0,1.0,0,0,1,0,1,1,1,2,0,246.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2239,2,1.0,0,0,1,0,1,2,0,0,0,136.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2242,1,3.0,0,0,1,0,1,1,0,0,1,453.0,2.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2243,1,3.0,0,0,0,0,0,2,1,0,0,78.0,3.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2245,1,1.0,0,0,1,1,1,5,0,0,0,208.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2246,0,3.0,0,2,0,0,1,2,0,0,0,104.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2247,0,1.0,0,0,0,0,1,9,0,0,0,240.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
2248,1,1.0,0,1,1,0,1,2,5,1,1,765.0,1.0,1,8,0,1,0,0,0,0,0,0,0,0,0,0
2249,1,3.0,0,0,0,0,1,1,1,1,1,229.0,1.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2250,1,1.0,0,0,0,0,1,2,0,0,1,546.0,4.0,1,12,0,0,0,0,0,0,1,0,0,0,0,0
2251,1,2.0,0,1,0,0,1,1,0,0,0,129.0,3.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
2253,0,3.0,0,0,0,0,1,3,0,0,0,176.0,1.0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2255,1,1.0,0,0,0,0,1,1,2,0,0,180.0,2.0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
2256,1,3.0,0,0,0,0,1,5,3,2,1,415.0,3.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
2258,0,1.0,0,0,1,1,1,3,2,0,0,544.0,1.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2261,0,3.0,0,0,0,0,0,1,2,1,1,394.0,2.0,1,11,0,0,0,0,0,0,0,0,0,0,0,1
2262,0,1.0,0,0,1,0,1,1,2,0,0,86.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2263,0,3.0,0,2,1,0,1,1,0,0,1,380.0,1.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
2264,1,3.0,0,1,0,0,1,1,3,1,1,202.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2266,0,1.0,0,3,0,0,1,2,0,0,1,618.0,2.0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
2268,0,1.0,0,0,1,0,1,1,3,0,1,832.0,0.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2271,0,1.0,0,0,1,0,1,2,0,0,0,1309.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2272,2,1.0,0,0,1,0,1,5,0,0,1,611.0,1.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2273,1,1.0,0,0,1,0,1,3,0,0,1,766.0,1.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2275,1,1.0,0,0,0,0,1,4,0,0,0,355.0,2.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
2277,1,3.0,0,0,0,1,1,3,0,0,0,85.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2278,2,1.0,0,2,1,0,1,1,1,1,1,522.0,2.0,1,11,0,0,0,0,0,0,0,0,0,0,0,1
2279,2,3.0,0,0,1,0,1,1,0,0,0,273.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2280,0,1.0,0,0,0,0,1,1,2,2,1,283.0,0.0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
2281,1,1.0,0,1,0,1,1,1,0,0,0,391.0,2.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2282,1,3.0,0,0,1,0,1,2,0,0,0,89.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2284,0,3.0,0,0,1,0,1,1,0,0,0,75.0,2.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2285,0,1.0,0,0,1,0,1,4,0,0,0,367.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
2286,1,1.0,0,0,1,0,1,2,0,0,0,78.0,1.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
2289,0,1.0,0,0,1,0,1,1,0,0,1,289.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
2291,1,3.0,0,2,0,0,1,3,0,0,0,162.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2292,1,3.0,0,0,0,0,1,1,0,0,1,281.0,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2293,1,3.0,0,0,1,1,1,2,0,0,0,99.0,0.0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
2294,1,3.0,0,0,1,0,1,1,0,0,0,67.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
2295,1,1.0,0,0,1,1,1,1,0,0,1,627.0,0.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
2296,1,2.0,0,1,1,0,1,1,2,0,0,109.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2297,1,1.0,0,0,0,0,1,3,4,0,1,868.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
2298,2,2.0,0,0,0,0,1,1,3,2,1,345.0,3.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
2299,1,1.0,0,0,1,1,1,2,0,0,0,181.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2303,0,3.0,0,0,0,0,1,2,0,0,0,299.0,0.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2304,0,3.0,0,0,0,0,1,1,2,1,1,1161.0,1.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
2305,0,1.0,0,0,0,0,1,3,2,0,1,562.0,4.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0
2306,1,1.0,0,0,0,0,1,1,2,1,1,301.0,3.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2309,0,3.0,0,0,1,1,1,3,0,0,0,676.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
2310,2,3.0,0,1,0,0,1,2,3,1,1,305.0,3.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2311,2,3.0,0,0,0,0,1,2,0,0,0,88.0,2.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
2312,1,3.0,0,0,0,0,1,1,0,0,1,97.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2313,0,1.0,0,0,1,1,1,1,0,0,0,77.0,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
2314,1,3.0,0,0,0,0,1,2,0,0,0,76.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2315,0,1.0,0,0,0,1,1,2,0,0,0,419.0,0.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
2316,1,1.0,0,1,0,0,1,2,0,0,1,140.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
2317,0,3.0,0,1,1,0,1,1,0,0,0,70.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2319,1,2.0,0,0,1,0,1,2,0,0,0,69.0,3.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2320,1,1.0,0,1,1,1,1,1,0,0,1,1090.0,3.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2321,0,1.0,0,0,1,0,1,2,0,0,0,101.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2322,1,3.0,0,0,0,0,1,4,5,0,0,165.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2323,0,3.0,0,0,0,0,1,3,2,2,1,410.0,1.0,1,12,0,0,0,0,0,1,0,0,0,0,0,0
2324,1,1.0,0,0,1,0,1,3,0,0,0,102.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
2326,1,1.0,0,1,1,0,0,9,0,0,0,192.0,2.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2328,0,1.0,0,0,0,0,1,1,0,0,0,257.0,1.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
2329,0,3.0,0,0,1,0,1,1,0,0,0,126.0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2330,1,3.0,0,0,0,1,1,1,0,0,0,379.0,1.0,1,6,0,0,0,0,0,0,0,1,0,0,0,0
2331,1,2.0,0,0,0,0,1,1,0,0,0,679.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2333,0,3.0,0,2,0,0,1,1,2,1,1,153.0,1.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
2334,1,1.0,0,0,1,1,1,1,0,0,0,209.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2335,2,1.0,0,0,0,0,1,1,0,0,1,931.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2336,0,3.0,0,1,0,0,1,1,0,0,1,479.0,0.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
2337,0,1.0,0,0,0,0,0,3,0,0,1,444.0,0.0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
2339,0,3.0,0,2,0,0,1,3,0,0,1,445.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2340,1,2.0,0,1,0,0,0,2,0,0,1,219.0,4.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2341,1,3.0,0,1,1,0,1,2,0,0,0,149.0,2.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2343,1,1.0,0,0,0,1,1,1,1,0,0,136.0,3.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
2344,0,3.0,0,0,0,0,1,2,0,0,1,212.0,4.0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
2345,1,3.0,0,0,1,0,1,1,0,0,0,220.0,2.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2346,0,3.0,0,0,1,0,1,2,0,0,0,237.0,1.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
2347,0,1.0,0,0,1,0,1,1,1,0,0,98.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2348,1,1.0,0,0,1,0,1,1,0,0,0,143.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2349,1,3.0,0,2,1,0,1,4,0,0,1,815.0,3.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
2351,0,2.0,0,0,1,0,1,1,0,0,0,156.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2352,1,1.0,0,0,1,0,1,3,3,0,0,323.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2353,1,1.0,0,0,0,1,1,2,0,0,0,288.0,3.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
2354,1,2.0,0,0,1,1,1,2,58,2,1,523.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2355,1,1.0,0,0,0,0,1,2,1,1,1,174.0,2.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
2356,0,3.0,0,0,0,0,1,1,0,0,1,346.0,0.0,0,12,0,0,1,0,0,0,0,0,0,0,0,0
2357,1,1.0,0,1,0,1,0,1,1,0,0,89.0,3.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
2358,0,2.0,0,0,1,0,1,2,0,0,0,174.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2359,0,3.0,0,0,1,0,1,1,0,0,1,594.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2360,0,1.0,0,0,1,0,1,1,3,0,0,55.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2361,0,3.0,0,0,0,0,1,1,2,0,0,43.0,0.0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2362,1,1.0,0,0,1,0,1,1,0,0,0,411.0,3.0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
2363,1,1.0,0,0,1,0,1,12,0,0,0,490.0,3.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
2365,0,3.0,0,0,0,0,1,7,0,0,0,205.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2366,0,1.0,0,0,0,0,1,1,0,0,1,205.0,0.0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
2367,1,1.0,0,0,1,0,1,4,0,0,0,123.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2368,0,3.0,0,0,0,0,1,1,0,0,0,243.0,0.0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
2369,1,3.0,0,0,1,1,1,1,3,0,0,221.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2370,1,1.0,0,0,1,0,1,2,0,0,0,602.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2371,0,1.0,0,1,0,0,1,1,2,1,1,337.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2372,0,1.0,0,0,1,0,1,1,2,0,0,183.0,1.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
2373,0,1.0,0,0,0,0,1,1,2,1,1,762.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2374,2,1.0,0,1,0,0,1,1,0,0,1,452.0,1.0,1,4,0,1,0,0,0,0,0,0,0,0,0,0
2375,1,1.0,0,0,0,0,1,1,0,0,1,737.0,4.0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
2377,1,3.0,0,0,1,0,1,5,0,0,0,214.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2378,2,2.0,0,0,0,0,0,3,2,0,0,135.0,3.0,0,12,0,0,0,0,0,0,1,0,0,0,0,0
2379,0,1.0,0,0,0,0,1,1,0,0,1,253.0,1.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
2380,1,1.0,0,0,1,0,1,1,0,0,1,1272.0,3.0,1,5,0,0,0,1,0,0,0,0,0,0,0,0
2381,1,3.0,0,3,0,0,0,1,0,0,1,509.0,4.0,1,10,0,0,0,0,0,0,0,1,0,0,0,0
2382,1,3.0,0,2,0,0,1,1,1,0,0,147.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2383,1,1.0,0,0,0,0,1,1,0,0,1,372.0,1.0,1,6,0,0,0,0,0,0,0,0,1,0,0,0
2384,1,1.0,0,0,0,0,1,1,0,0,1,302.0,1.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2386,1,1.0,0,0,1,0,1,3,1,2,0,206.0,1.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2387,1,1.0,0,3,1,0,1,3,0,0,0,246.0,1.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
2388,1,3.0,0,0,0,0,0,4,0,0,0,176.0,4.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2389,2,1.0,0,3,1,1,0,6,2,1,1,300.0,2.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
2390,1,3.0,0,0,1,0,1,5,0,0,1,1319.0,0.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
2391,1,1.0,0,0,1,1,1,2,0,0,0,145.0,2.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
2392,0,1.0,0,2,1,0,1,3,0,0,1,268.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
2393,1,1.0,0,0,1,0,1,2,0,0,0,85.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2394,0,3.0,0,0,0,0,0,20,0,0,0,18.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2395,0,3.0,0,0,0,0,1,1,1,0,1,189.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
2396,1,1.0,0,0,0,0,1,2,0,0,0,62.0,2.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
2397,1,1.0,0,0,1,0,1,5,0,0,0,119.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2398,1,1.0,1,0,0,1,1,4,0,0,0,602.0,3.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
2399,0,3.0,0,0,0,0,1,1,1,0,1,192.0,0.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2400,0,1.0,0,0,0,0,1,1,0,0,1,137.0,0.0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
2401,1,3.0,0,2,0,0,1,1,0,0,0,109.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2402,1,1.0,0,1,1,0,1,2,0,0,1,1081.0,2.0,1,11,0,0,0,0,0,1,0,0,0,0,0,0
2403,0,1.0,0,0,1,0,1,1,0,0,0,190.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2405,0,2.0,0,1,1,0,1,2,2,2,1,1516.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2406,2,3.0,0,0,1,0,1,1,0,0,0,528.0,2.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
2407,1,1.0,0,2,1,0,1,1,0,0,0,118.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2408,1,3.0,0,1,0,0,1,2,0,0,0,371.0,2.0,1,8,0,0,0,0,0,0,0,1,0,0,0,0
2409,1,3.0,0,0,0,0,1,3,0,0,1,257.0,2.0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
2411,1,2.0,0,0,0,0,1,1,0,0,1,835.0,3.0,1,6,0,0,0,0,0,0,1,0,0,0,0,0
2412,0,2.0,0,0,0,1,1,2,0,0,1,919.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,0,1
2413,0,1.0,0,0,1,0,1,1,0,0,0,105.0,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
2414,1,1.0,0,0,1,0,1,2,0,0,1,781.0,0.0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
2415,1,2.0,0,1,1,0,1,3,4,0,1,655.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2416,0,1.0,0,0,0,0,1,1,0,0,1,327.0,0.0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
2417,1,1.0,0,0,1,1,1,2,1,0,0,291.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
2418,0,1.0,0,0,0,0,1,2,0,0,0,289.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
2419,0,1.0,0,0,1,0,1,3,8,0,1,592.0,1.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
2420,0,1.0,0,0,1,0,1,1,1,0,1,414.0,0.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
2422,0,3.0,0,0,0,0,1,1,0,0,1,390.0,0.0,1,5,0,0,0,0,0,0,0,0,0,1,0,0
2424,0,3.0,0,0,1,0,1,2,0,0,0,287.0,3.0,0,11,0,0,0,0,0,0,1,0,0,0,0,0
2425,1,2.0,0,0,0,1,1,4,0,0,1,829.0,2.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2426,1,1.0,0,0,1,0,1,1,1,0,1,574.0,1.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
2427,0,3.0,0,1,1,0,1,6,0,0,0,451.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
2428,1,1.0,0,0,1,1,1,3,0,0,1,646.0,2.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2429,0,2.0,0,0,0,0,1,4,6,2,1,334.0,0.0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
2430,2,1.0,0,0,0,0,1,2,0,0,1,1310.0,3.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
2431,1,1.0,0,0,0,0,1,17,0,0,0,73.0,3.0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
2433,0,1.0,0,0,0,1,0,3,0,0,1,298.0,0.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
2434,1,3.0,0,0,0,0,0,1,0,0,1,1346.0,3.0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
2435,0,3.0,0,0,1,1,1,6,0,0,1,967.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
2436,1,2.0,0,0,0,0,1,1,1,0,0,241.0,3.0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
2437,1,1.0,0,0,1,0,0,2,0,0,0,68.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2439,0,1.0,0,0,1,0,1,2,0,0,0,827.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2440,2,2.0,0,0,0,0,0,4,0,0,1,202.0,3.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2441,2,3.0,0,2,0,0,1,3,0,0,0,94.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2442,0,2.0,0,1,1,0,1,2,0,0,0,122.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2443,0,3.0,0,0,1,0,1,1,2,0,0,389.0,1.0,1,11,0,0,0,0,0,0,0,0,0,0,0,1
2444,2,3.0,0,1,1,0,1,1,0,0,1,662.0,2.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
2445,1,1.0,0,0,1,0,0,1,0,0,0,21.0,1.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
2446,1,1.0,0,0,0,0,1,2,0,0,0,59.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2447,2,1.0,0,0,0,1,1,1,0,0,1,529.0,1.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
2448,1,3.0,0,0,0,0,1,1,0,0,1,159.0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2449,0,3.0,0,0,1,0,0,2,1,2,1,157.0,0.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2450,2,1.0,0,0,1,0,1,2,0,0,1,562.0,3.0,1,11,0,0,0,0,0,1,0,0,0,0,0,0
2451,2,1.0,0,0,1,0,1,1,0,0,1,187.0,1.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2453,1,3.0,0,0,1,0,1,1,0,0,1,1148.0,2.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
2454,1,3.0,0,1,0,0,1,1,1,1,0,112.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
2455,0,3.0,0,2,0,0,1,2,0,0,1,319.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
2456,1,1.0,0,0,1,0,1,5,5,2,0,282.0,0.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2457,1,1.0,0,2,1,1,1,2,0,0,0,164.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
2459,1,1.0,0,0,0,0,1,1,0,0,0,227.0,3.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
2461,2,1.0,0,0,1,0,1,1,0,0,1,763.0,1.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
2463,2,1.0,0,0,0,0,1,2,1,1,1,186.0,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2464,1,3.0,0,3,0,0,0,3,0,0,0,240.0,1.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
2465,1,2.0,0,2,1,0,1,4,0,0,0,156.0,1.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
2466,1,1.0,0,0,0,0,1,2,0,0,0,89.0,3.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2467,2,1.0,0,1,0,0,1,1,1,0,1,261.0,3.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
2468,0,1.0,0,0,1,0,1,2,4,2,0,33.0,0.0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
2469,1,3.0,0,0,1,1,1,4,0,0,0,141.0,1.0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
2470,1,3.0,0,1,1,0,1,2,0,0,0,177.0,1.0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
2471,1,1.0,0,0,0,0,1,1,2,0,1,259.0,4.0,0,11,0,0,0,0,0,0,1,0,0,0,0,0
2473,1,1.0,0,0,1,0,1,1,0,0,1,120.0,1.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2474,0,3.0,0,0,1,1,1,9,0,0,0,510.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
2476,2,1.0,0,1,0,0,1,1,0,0,0,470.0,2.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
2477,1,2.0,0,0,1,0,1,2,0,0,0,106.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2478,1,1.0,0,0,0,0,0,6,0,0,0,697.0,3.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
2479,0,1.0,0,0,0,0,1,1,0,0,0,293.0,0.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2480,1,3.0,0,0,0,0,1,2,3,2,1,266.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
2482,1,1.0,0,1,0,0,1,2,2,1,1,196.0,0.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
2483,1,3.0,0,3,0,0,1,1,0,0,1,244.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2485,1,1.0,0,0,1,0,1,2,0,0,1,629.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
2486,1,3.0,0,0,0,0,1,1,5,1,1,122.0,3.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2487,0,1.0,0,0,0,0,1,4,0,0,0,366.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2488,1,1.0,0,2,0,0,1,1,0,0,1,387.0,1.0,1,9,0,0,0,0,0,0,0,0,0,0,1,0
2489,1,3.0,0,0,1,0,1,2,7,2,1,572.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
2490,0,1.0,0,0,1,0,1,3,0,0,0,15.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
2491,1,1.0,0,0,1,0,1,1,0,0,0,244.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2492,1,1.0,0,0,1,0,1,1,4,1,1,215.0,2.0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2493,1,1.0,0,0,1,0,1,4,0,0,0,191.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2494,1,3.0,0,0,1,0,1,1,0,0,1,626.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
2495,1,1.0,0,2,1,0,1,1,1,0,0,213.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2496,1,2.0,0,0,1,0,1,1,0,0,0,252.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2497,1,1.0,0,0,1,0,1,4,0,0,0,145.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
2498,1,3.0,0,0,1,1,1,1,0,0,1,264.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2499,1,3.0,0,0,0,0,1,1,1,1,1,185.0,1.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
